review_id,user_id,product_id,rating,comment
671,31,587,2,Deserunt labore earum sapiente praesentium earum similique.
672,144,916,4,Earum recusandae ipsam quod rem non.
673,682,874,5,Debitis in iusto quis laboriosam tenetur.
674,743,425,5,Alias dolores exercitationem voluptatibus voluptatum.
675,260,155,2,Praesentium quod quos reprehenderit.
676,654,936,5,Numquam minima atque aliquid labore excepturi consectetur.
677,206,241,1,Earum fugiat molestiae nulla accusamus.
678,92,270,1,Reprehenderit placeat quasi dignissimos.
679,20,309,2,Cumque quibusdam quidem ex illum impedit pariatur.
680,232,883,3,Quidem quidem maiores tempore ab.
681,638,317,4,Reiciendis doloremque laudantium quisquam.
682,372,714,2,Cum maiores repellat illum itaque recusandae qui.
683,83,113,5,Eius iure numquam quas dicta sequi a.
684,658,167,1,Atque voluptatem consequuntur facere est.
685,360,932,5,Impedit mollitia illum molestias dolore similique molestiae doloribus.
686,774,350,5,Totam veniam quidem inventore veritatis et.
687,111,753,5,Perferendis autem deleniti omnis nostrum.
688,582,987,1,Eius molestias illo maiores atque perferendis natus.
689,767,355,4,Iste aperiam incidunt quam velit quia eaque.
690,581,398,4,Dolor magni officia iure veritatis.
691,550,932,3,Ea temporibus nihil temporibus odio magni.
692,617,905,5,Officiis voluptate et numquam mollitia ipsum voluptate.
693,702,146,4,Quibusdam optio ut quasi veniam animi.
694,287,164,2,Dicta ipsa odio sit dolor.
695,865,225,1,Odio officiis ex asperiores quidem doloremque eum consectetur.
696,230,559,1,Unde reiciendis consectetur mollitia eius excepturi quis.
697,221,275,4,Sed asperiores sunt qui accusantium ut totam cumque.
698,512,679,4,Officia quam mollitia at atque quisquam.
699,955,603,3,Eum id ut voluptates culpa nulla.
700,309,229,4,Eveniet optio cupiditate rem iusto tempora cumque.
701,742,389,4,Ipsam totam consectetur modi.
702,867,270,3,Totam illum officiis rem dolorum mollitia minus.
703,255,244,2,Voluptas incidunt optio autem quia tempora dolores minus.
704,929,978,2,Sapiente dolorem libero consectetur.
705,962,888,2,Earum natus assumenda perspiciatis.
706,375,140,1,Dolore quos quos.
707,889,625,1,Molestias ullam iure dolores aut hic consectetur.
708,459,566,4,Quibusdam illo quae dolorem.
709,192,890,4,Illo quae ipsam architecto adipisci blanditiis praesentium.
710,701,326,2,A ratione vero aperiam ratione ipsa enim.
711,931,83,3,Sint vitae doloremque illo minus sed.
712,526,843,4,Ullam rerum temporibus dolores quam.
713,774,800,1,Illo commodi autem omnis.
714,387,211,5,Placeat necessitatibus qui dicta nemo qui.
715,841,242,2,Corporis quod iure voluptatum voluptate atque animi.
716,894,495,3,Possimus rerum quae sit ex.
717,230,901,2,Excepturi repudiandae aut tenetur.
718,944,945,2,Numquam ab doloribus facere.
719,807,219,1,Tempore dolore fuga cum aspernatur.
720,564,817,4,Temporibus nobis iusto inventore maxime consequuntur fuga eum.
721,873,868,4,Distinctio adipisci tenetur pariatur deserunt.
722,398,255,2,Animi aspernatur dignissimos eveniet inventore fuga molestiae.
723,825,116,5,Tenetur blanditiis aperiam eius placeat quis.
724,555,616,5,Eveniet ullam voluptatibus exercitationem architecto beatae.
725,16,326,1,Recusandae dolorem illum ullam minima.
726,934,114,4,Tempora minima dolorum.
727,218,607,5,Dolore vero assumenda eligendi ipsum.
728,466,589,3,Ad quam iste rem esse rem.
729,175,108,4,Nam dicta non facere sequi labore eum.
730,93,436,3,Ab architecto error.
731,723,432,2,Ratione explicabo repudiandae.
732,73,810,5,Consectetur reprehenderit saepe.
733,60,526,2,Maxime animi ducimus dolores tenetur eum cum.
734,417,21,5,Nihil vitae eligendi corrupti temporibus.
735,51,140,4,Accusantium aliquam error veniam eius impedit.
736,467,758,2,Dolorem magni eius fugiat.
737,887,775,3,Explicabo optio eius aut debitis dignissimos voluptatem autem.
738,837,443,4,Nemo vel dignissimos id magnam porro reiciendis.
739,542,593,5,Autem recusandae soluta cum necessitatibus quidem quidem et.
740,935,726,2,Accusamus nobis dolore natus sunt aliquam quidem.
741,284,104,1,Accusantium voluptatem dicta praesentium assumenda repellendus architecto suscipit.
742,523,959,2,Nemo dolores sit quo quis autem.
743,556,960,1,Eum beatae ex ea quas.
744,230,242,1,Blanditiis repellendus perferendis eius labore delectus cupiditate.
745,25,104,3,Modi maxime alias quis.
746,126,30,4,Optio dicta dignissimos.
747,755,816,5,Nisi commodi eaque voluptate.
748,656,51,1,Quis non nesciunt.
749,344,777,4,Ducimus explicabo dolorem dicta ratione assumenda tempore ipsa.
750,499,958,5,Eos inventore ipsa.
751,94,422,2,Quaerat accusantium ullam accusantium.
752,813,461,5,Nostrum repellendus sit aperiam modi.
753,729,526,5,Nostrum a iure amet itaque itaque sit.
754,388,180,4,Quis eligendi harum.
755,350,785,5,Quasi quasi modi accusamus atque.
756,278,239,4,Debitis nemo nemo.
757,480,935,1,Tempore harum ratione perferendis reprehenderit laborum.
758,72,472,1,Dolorum dolor officia esse.
759,553,56,4,Ipsum vitae in nam voluptates.
760,109,272,4,Possimus vitae architecto rerum omnis impedit debitis.
761,317,780,4,Officiis nihil optio rem nihil quis.
762,860,138,5,Eum architecto eveniet explicabo corrupti debitis suscipit.
763,396,199,1,Tenetur autem unde adipisci.
764,87,771,2,Dolore repellat occaecati repudiandae.
765,217,316,1,Dolore nobis quia voluptas esse.
766,759,990,4,Reprehenderit doloribus ullam nihil temporibus.
767,136,422,3,Doloribus repellendus doloremque dicta ipsa consequuntur odio eius.
768,141,146,4,Adipisci tenetur tempore quasi sunt corporis.
769,817,960,2,Soluta velit voluptas placeat temporibus.
770,828,548,2,Quibusdam ad distinctio quibusdam alias vero.
771,885,567,2,Debitis sunt sapiente.
772,941,299,3,Et eius reiciendis quis quae.
773,591,434,5,Enim veritatis iusto adipisci repellendus.
774,799,534,1,Cumque quis sunt aliquam minus.
775,842,866,4,Temporibus saepe consectetur nesciunt quis.
776,257,345,5,Dignissimos iusto voluptatibus rerum non minus.
777,207,536,2,Quod earum optio ratione iste nesciunt.
778,991,627,5,Sequi quos officia expedita accusantium.
779,967,836,3,Incidunt aut consectetur commodi deserunt atque reprehenderit iure.
780,371,756,1,Nulla occaecati quasi numquam tenetur.
781,392,633,4,Asperiores rerum tempora asperiores minus.
782,759,781,5,Pariatur iure quia accusamus voluptatibus architecto quidem.
783,128,563,4,Animi nihil facilis omnis architecto voluptatum laborum.
784,35,63,1,Optio natus voluptatibus maxime.
785,25,654,4,Sunt officia hic beatae.
786,714,335,3,Similique officiis ab vel repudiandae voluptas suscipit voluptatum.
787,586,532,4,Autem dignissimos ducimus eum repellendus repellat maiores.
788,513,513,5,Rem fuga ipsam laboriosam incidunt.
789,424,331,4,Possimus quam illum in dolorum.
790,233,218,1,Esse nostrum aut rem dolor ipsum eum.
791,248,72,3,Laudantium ab repellat sed beatae.
792,392,431,3,Magni perferendis dolores ex sint.
793,686,473,4,Quia delectus quidem cumque.
794,839,6,1,Deleniti est eos quaerat dolor cupiditate nihil.
795,589,229,5,Explicabo iure totam facere porro.
796,916,64,4,Odio tenetur molestias.
797,83,287,5,Recusandae neque iste reprehenderit dolor asperiores delectus.
798,787,358,1,Placeat enim cupiditate deleniti consectetur exercitationem tempore.
799,630,678,5,Reprehenderit velit a necessitatibus voluptate maiores.
800,419,309,4,Atque fuga praesentium vel.
801,755,597,1,Reiciendis totam harum ipsam fugit mollitia repellat quibusdam.
802,437,651,5,Aut provident magnam repellat facilis cupiditate.
803,686,103,3,Provident nostrum deserunt velit.
804,639,123,5,Nisi aut eligendi iure.
805,721,769,2,Numquam inventore laboriosam molestias.
806,829,30,5,Illo eligendi culpa quod vitae doloribus quam.
807,121,170,1,Repellat tempore dicta placeat corporis vitae.
808,721,984,3,Sequi assumenda corrupti dolor.
809,979,178,4,Aut animi fuga asperiores ex.
810,182,338,5,Qui accusantium commodi perspiciatis ad itaque.
811,28,164,4,Eveniet neque deserunt dicta odit et veritatis.
812,13,813,4,Accusantium tenetur minus tenetur.
813,231,684,1,Recusandae architecto exercitationem quibusdam debitis nesciunt.
814,241,739,1,Odio enim quia temporibus.
815,603,341,3,Aperiam natus laudantium ab ducimus ullam nostrum.
816,350,895,3,Officia modi eligendi.
817,878,591,2,Voluptates esse error nobis quos.
818,800,81,3,Commodi sequi nisi nulla nobis a nam.
819,263,900,1,Ut libero assumenda minus.
820,977,256,1,Dolores natus dicta nesciunt animi aliquid dignissimos.
821,835,63,5,Sint doloremque neque eligendi nesciunt voluptates adipisci ullam.
822,318,1,1,Fuga debitis aliquam ut voluptatibus.
823,404,680,5,Tempore quos corporis aspernatur iste molestiae.
824,450,767,5,Repellendus dignissimos minus nobis provident vel.
825,354,828,1,Veritatis dolores velit laborum quidem.
826,199,677,2,Sunt veniam non quaerat nemo dignissimos.
827,899,951,4,Modi laboriosam dicta nam.
828,285,478,3,Nulla numquam optio.
829,797,938,3,Repellendus beatae ducimus.
830,899,409,1,Laudantium asperiores consectetur aliquam architecto quibusdam eius deleniti.
831,161,379,1,Et in voluptatibus.
832,525,371,3,Aperiam distinctio doloribus numquam veniam aliquid aliquam.
833,355,846,2,Debitis voluptas quos nisi autem soluta aperiam.
834,409,207,2,Nulla illo amet doloremque.
835,348,165,5,Sapiente ea occaecati sed eveniet mollitia.
836,99,55,1,Modi eos omnis corrupti tempora rem enim dignissimos.
837,228,799,2,Nemo eligendi fugiat repellendus dolores.
838,83,744,2,Excepturi sit non illo ea omnis.
839,443,747,1,Sit beatae quidem perspiciatis praesentium atque ea.
840,577,267,4,Libero a iure officiis.
841,851,412,4,Assumenda animi harum rem quibusdam ea et.
842,355,159,2,Maiores nam pariatur quisquam deserunt recusandae modi.
843,725,975,1,Molestiae sit deleniti doloribus.
844,795,369,3,Quas saepe voluptatem quae.
845,976,648,3,Maiores sapiente eaque voluptas tempore.
846,851,911,1,Enim dicta odit occaecati voluptates illo praesentium totam.
847,594,590,3,Laboriosam quam quos porro quae itaque.
848,312,490,3,Necessitatibus nesciunt laudantium nesciunt fugiat dicta et.
849,158,269,4,Dolorem saepe aliquam numquam distinctio accusantium.
850,164,363,1,Adipisci in totam totam quos nam.
851,678,105,5,Optio iure ipsum maiores aut.
852,510,198,3,Architecto expedita adipisci fuga quibusdam veniam.
853,592,869,2,Similique iste sed aliquam nesciunt nobis.
854,153,450,4,Eum eius ex nulla hic quia sint ut.
855,90,374,1,Accusamus tempora cumque.
856,898,903,3,Temporibus tempora provident ratione voluptatibus architecto minima optio.
857,637,200,1,Officiis laudantium voluptas architecto.
858,146,60,2,Eum neque quaerat ab quasi modi dolore.
859,753,581,1,Minus unde cupiditate eveniet blanditiis necessitatibus.
860,635,751,1,Architecto quibusdam nihil blanditiis.
861,405,352,1,Assumenda animi architecto.
862,63,464,3,Quis quisquam mollitia architecto beatae asperiores.
863,993,293,1,Beatae maxime eaque voluptatem.
864,705,990,4,Eum dolore veritatis non molestiae consectetur repellendus illum.
865,323,950,2,Quasi quaerat cum consequuntur aliquam quo sapiente.
866,107,677,3,Dolorum natus ut hic.
867,838,334,4,Sunt itaque iure quas iste neque.
868,670,540,1,Sequi enim impedit quos fugiat aliquam.
869,829,186,2,Distinctio aliquam eveniet amet.
870,35,537,4,Quod veniam earum.
871,821,551,4,Odit quo at voluptates placeat doloribus.
872,383,558,2,Inventore consequatur aliquam illum ut inventore ullam aliquid.
873,605,610,5,Maxime asperiores itaque.
874,357,394,5,Laudantium nisi porro saepe tenetur molestias natus.
875,929,144,1,Harum tempora maxime voluptates.
876,915,874,2,Voluptas cumque hic quod omnis nostrum.
877,832,471,1,Quod harum deserunt amet.
878,449,429,5,Reiciendis ducimus repellat minus perferendis sunt.
879,679,668,1,Accusamus suscipit aliquid itaque magni.
880,488,898,4,Nemo dolores nulla ad voluptatibus dicta minus itaque.
881,910,602,3,Quae repudiandae possimus nam ullam eius laudantium.
882,791,910,1,Vero eveniet odit numquam quisquam accusantium ratione.
883,495,303,1,A suscipit nulla cumque consequatur.
884,849,739,4,Non asperiores laborum omnis suscipit repellat.
885,909,370,4,Libero necessitatibus mollitia soluta occaecati.
886,437,563,3,Dolorum reprehenderit atque praesentium veritatis.
887,671,334,5,Veritatis quam reprehenderit perspiciatis error deleniti incidunt voluptas.
888,683,553,3,Nisi laboriosam repudiandae id iure.
889,607,606,4,Quibusdam dolores doloremque delectus.
890,522,694,3,Quas distinctio illum sequi ea occaecati.
891,368,775,1,Molestiae distinctio qui inventore recusandae eum at.
892,891,215,4,Voluptates veritatis facilis nulla.
893,762,598,4,Iure nulla exercitationem incidunt.
894,324,970,3,Voluptatibus explicabo ipsam accusantium molestiae.
895,609,947,5,Quasi excepturi ullam velit soluta eum optio.
896,29,857,4,Optio aliquam quod sed.
897,904,552,5,Delectus incidunt fugiat.
898,549,186,3,Earum placeat harum ut.
899,797,198,4,Dolore quis iusto at a id qui excepturi.
900,489,126,2,Fugiat est numquam reiciendis accusantium ipsa vel.
901,394,994,1,Voluptates ab ab quia non dicta soluta.
902,730,709,2,Fuga dolor sed maiores quaerat eligendi magni.
903,458,187,3,Perferendis consequatur voluptatibus ipsum.
904,330,957,5,Facilis maiores facere nam ipsam dicta.
905,11,303,2,Error dolorem corrupti inventore non ut veniam magnam.
906,445,386,2,Temporibus ex voluptatum repellendus quos vero.
907,462,234,4,Error ex repellendus accusantium praesentium eum ab.
908,120,189,2,Cum quisquam dicta.
909,685,876,5,Numquam occaecati molestiae est provident labore dolor similique.
910,677,451,4,Ex magnam enim soluta libero.
911,353,291,1,Nostrum rem ullam repudiandae.
912,118,907,3,Voluptates delectus necessitatibus voluptatibus quam eos.
913,192,34,1,Nihil quia quae ea cumque.
914,822,360,4,Laborum perferendis dolor eum.
915,40,172,3,Ipsam dicta ipsum.
916,623,119,2,Suscipit eaque eos illo ab soluta at.
917,284,218,2,Quas minima minima culpa.
918,931,28,4,Quibusdam dolores nesciunt quo dolores.
919,98,442,5,Animi in sequi deserunt neque.
920,522,312,2,Quisquam consectetur veritatis ratione sequi magni.
921,161,457,5,Illum nisi fugiat nostrum harum cumque magni iusto.
922,891,617,1,Sunt voluptatum nulla nemo a.
923,624,299,3,Culpa autem laborum voluptas perspiciatis amet.
924,736,688,1,Vel culpa recusandae reprehenderit facere.
925,827,751,4,Repellendus odit totam laboriosam asperiores.
926,503,506,3,Nesciunt voluptate recusandae ex.
927,16,417,1,Temporibus fugit repudiandae.
928,882,722,2,Tenetur nostrum nostrum vitae vitae quas.
929,514,648,1,Fugiat quaerat assumenda repellendus possimus.
930,896,992,3,Amet sint tenetur veniam nemo blanditiis atque.
931,363,418,5,Laboriosam a atque pariatur dolore quam.
932,550,723,1,Molestiae dolor facere velit debitis.
933,71,712,2,Assumenda error facere quidem.
934,342,210,2,Odit reprehenderit quidem consectetur libero.
935,91,275,1,Aperiam illum sapiente.
936,219,212,1,Neque officia exercitationem.
937,149,280,3,Tempora sint facere autem blanditiis.
938,959,914,3,Repellat quisquam officiis atque sapiente ducimus sequi.
939,312,635,4,Quasi consectetur dolore odio.
940,162,762,4,Debitis commodi minima exercitationem.
941,766,577,2,Possimus incidunt animi accusantium illum officia quaerat.
942,364,810,4,Omnis neque ducimus reprehenderit magnam repellendus enim.
943,902,98,3,Vel cumque quibusdam commodi dignissimos eaque sapiente minima.
944,469,981,4,Natus asperiores praesentium error.
945,278,233,2,Odio voluptatibus eligendi autem asperiores nihil.
946,895,581,3,Consequuntur dolores sunt perspiciatis ipsum facilis et.
947,128,850,2,Excepturi eos culpa quo.
948,757,470,2,Iusto corporis placeat illum pariatur quidem recusandae.
949,234,729,5,Adipisci quia iusto dolorum deserunt.
950,512,282,5,Delectus ratione excepturi possimus corrupti.
951,122,454,1,Nisi laudantium accusamus architecto quidem illum aliquid.
952,293,84,4,Corrupti excepturi esse voluptas.
953,999,496,2,Asperiores cum natus.
954,12,855,4,Placeat explicabo amet unde omnis perferendis ducimus possimus.
955,780,1,1,In ex vel inventore.
956,990,791,3,Magnam inventore occaecati dolorem.
957,213,230,3,Aperiam repudiandae qui delectus dicta.
958,552,979,2,Velit iste quasi accusantium laborum.
959,378,713,4,Dolorum sapiente vitae alias.
960,613,835,2,Illo commodi in excepturi dolor.
961,351,949,2,Tempore labore minima voluptatibus illum.
962,992,940,2,Autem nostrum commodi cupiditate iusto maxime blanditiis.
963,725,159,1,Veritatis nihil officia illo iste autem.
964,837,971,4,Excepturi provident expedita laboriosam.
965,329,612,3,Eveniet tenetur dolore rerum.
966,545,129,4,Iste deserunt porro optio nobis quod a.
967,622,728,5,Vero repellat voluptates.
968,385,486,2,Mollitia non enim natus commodi iusto molestias.
969,283,182,4,Excepturi dignissimos ab.
970,280,266,5,Illo necessitatibus occaecati quo.
971,368,149,4,Soluta repudiandae delectus aspernatur.
972,495,774,4,Eveniet blanditiis quae.
973,384,947,4,Quod est temporibus consectetur inventore ipsa dolores.
974,397,101,3,Velit possimus vel maiores inventore neque tempora.
975,885,883,5,Dolor architecto praesentium atque architecto saepe culpa.
976,513,92,1,Perferendis tempore eum aperiam.
977,205,367,1,Adipisci in quae pariatur aspernatur enim at.
978,622,87,1,Sapiente eum nostrum quos voluptates itaque.
979,682,363,5,Non mollitia iusto possimus.
980,955,797,4,Numquam veritatis enim perspiciatis sequi.
981,78,590,5,Accusamus nemo facere libero delectus.
982,785,792,3,Facere soluta eligendi nobis adipisci labore tempore.
983,334,338,3,Nemo voluptates rerum commodi et maiores.
984,431,730,3,Aut dicta odio atque accusantium optio optio.
985,155,729,4,Autem ducimus magni vel.
986,334,711,5,Eius id veniam ducimus saepe officiis laborum.
987,533,491,2,Eum eius blanditiis aut.
988,536,290,1,Harum id consectetur aut delectus.
989,256,737,1,Sed quasi ad quos totam sint odit.
990,697,91,5,Quod aut excepturi perferendis veritatis iure.
991,203,220,1,Quis expedita tempore quaerat eos.
992,665,650,1,Sed reiciendis saepe dignissimos.
993,374,174,3,Eligendi expedita sit.
994,140,779,3,Quia facere fugiat tenetur officiis velit iste.
995,490,550,5,Repudiandae laboriosam reprehenderit doloremque asperiores ullam.
996,564,966,3,Eveniet ipsa eveniet cum sit.
997,936,252,5,Facilis quo aliquid perferendis.
998,175,802,3,Alias nemo sit earum dolore a cum.
999,191,546,4,Aut quia atque exercitationem laboriosam molestias ipsa deleniti.
1000,395,708,5,Impedit vero ratione facilis omnis quam.
